Filename,Birth,Death,Publish,ActivityYear,SUM,傳記類_%,公車類_%,公車類_%,哀祭類_%,序跋類_%,書簡類_%,詩類_%,雜著類_%
444. 손와유고(損窩遺稿).xml,1654,1724,1933,1689,875,0.9142857142857144,18.285714285714285,0.0,0.6857142857142857,1.2571428571428571,0.6857142857142857,77.25714285714285,0.9142857142857144
447. 옥오재집(玉吾齋集).xml,1657,1723,1760,1690,620,3.387096774193549,18.548387096774192,0.0,4.67741935483871,1.7741935483870968,0.0,69.19354838709677,2.4193548387096775
519. 미호집(渼湖集).xml,1702,1772,1799,1737,818,7.701711491442542,3.4229828850855744,0.0,5.256723716381418,3.7897310513447433,52.567237163814184,22.371638141809292,4.88997555012225
538. 소산집(小山集).xml,1714,1789,,1751,450,9.777777777777779,0.6666666666666667,0.0,5.777777777777778,9.333333333333334,43.55555555555555,27.111111111111114,3.7777777777777777
530. 능호집(凌壺集).xml,1710,1760,1779,1735,312,0.0,0.0,0.0,5.769230769230769,5.448717948717949,5.769230769230769,76.28205128205127,6.730769230769231
465. 희암집(希菴集).xml,1669,1731,1775,1700,2021,0.4453240969816922,0.9896091044037605,0.0,2.127659574468085,1.1875309252845125,0.7916872835230084,84.36417615042059,10.094012864918357
532. 녹문집(鹿門集).xml,1711,1788,1795,1749,514,5.058365758754864,3.3073929961089497,0.0,5.836575875486381,4.085603112840467,64.00778210116731,6.614785992217899,11.089494163424124
531. 대산집(大山集).xml,1711,1781,1802,1746,1263,5.3840063341250985,0.4750593824228029,0.0,3.32541567695962,6.096595407759303,52.810768012668255,27.711797307996832,4.196357878068092
541. 삽교집(霅橋集).xml,1718,1774,1906,1746,398,1.0050251256281406,0.25125628140703515,0.0,4.271356783919598,7.788944723618091,1.507537688442211,74.62311557788944,10.552763819095476
547. 노애집(蘆厓集).xml,1721,1791,,1756,302,5.629139072847682,0.0,0.0,5.960264900662252,1.6556291390728477,32.450331125827816,45.6953642384106,8.609271523178808
448. 회와시고(晦窩詩稿).xml,1656,1710,,1683,385,0.0,0.0,0.0,0.0,0.0,0.0,74.02597402597402,25.97402597402597
501. 강좌집(江左集).xml,1688,1749,,1718,616,2.1103896103896105,0.6493506493506493,0.0,5.681818181818182,2.1103896103896105,10.714285714285714,74.67532467532467,4.058441558441558
517. 계구암집(戒懼菴集).xml,1702,1782,1865,1742,261,0.0,0.0,0.0,1.9157088122605364,0.7662835249042145,18.39080459770115,45.593869731800766,33.33333333333333
441. 정재집(定齋集).xml,1654,1689,1702,1671,799,3.128911138923655,8.1351689612015,0.0,8.385481852315396,2.127659574468085,22.778473091364205,42.30287859824781,13.141426783479348
514. 진암집(晉菴集).xml,1698,1761,1762,1729,525,1.9047619047619049,12.571428571428573,0.0,4.761904761904762,5.523809523809524,1.7142857142857144,68.38095238095238,5.142857142857142
524. 구사당집(九思堂集).xml,1708,1766,1801,1737,360,1.6666666666666667,0.0,0.0,11.944444444444445,1.6666666666666667,31.944444444444443,39.166666666666664,13.61111111111111
536. 여암유고(旅菴遺稿).xml,1712,1781,1910,1746,235,8.936170212765958,2.9787234042553195,0.0,5.531914893617021,15.319148936170212,2.553191489361702,35.319148936170215,29.361702127659573
545. 이참봉집(李參奉集).xml,1720,1783,1805,1751,188,0.0,16.48936170212766,0.0,0.0,1.5957446808510638,0.0,81.91489361702128,0.0
493. 숭악집(崧岳集).xml,1682,1723,,1702,188,5.319148936170213,0.0,0.0,1.0638297872340425,2.127659574468085,5.851063829787234,71.80851063829788,13.829787234042554
434. 간재집(艮齋集).xml,1650,1735,,1692,378,12.698412698412698,30.687830687830687,0.0,6.084656084656085,1.0582010582010581,6.878306878306878,38.88888888888889,3.7037037037037033
516. 춘주유고(春洲遺稿).xml,1699,1733,,1716,223,1.345291479820628,0.0,0.0,1.7937219730941705,2.690582959641256,0.8968609865470852,89.23766816143498,4.0358744394618835
