제목,저자,생년,몰년,활동연도,公車類,書簡類,序跋類,詩類,哀祭類,雜著類,傳記類
逸軒先生文集,鄭五錫,1826,1869,1847,0,29.10958904,1.712328767,54.79452055,4.452054795,5.821917808,4.109589041
晩松堂文集,李鍾和,1813,1881,1847,0,4.575163399,1.960784314,76.47058824,11.76470588,3.921568627,1.307189542
竹林集,"黃基源(起漢, 處源)",1817,1879,1848,0,0,0,100,0,0,0
耐軒文集,李在永,1804,1892,1848,0,14.69387755,4.897959184,51.83673469,14.28571429,1.632653061,12.65306122
奇溪先生文集,金魯善,1811,1886,1848,0,17.76155718,3.163017032,62.28710462,11.92214112,3.163017032,1.703163017
心齋集,李崑壽(崑璲),1808,1888,1848,0,1.247401247,2.494802495,93.97089397,0.415800416,1.455301455,0.415800416
雙峰集,李尙斗,1814,1882,1848,0,4.738154613,2.743142145,78.05486284,4.488778055,9.226932668,0.748129676
松坡遺稿,李喜豊,1813,1886,1849,0,0,1.129943503,98.8700565,0,0,0
紫皐遺稿,李在康,1814,1884,1849,0,1.041666667,0,83.85416667,11.45833333,3.645833333,0
洛北文集,李在哲,1812,1887,1849,0,2.702702703,6.486486486,75.67567568,9.189189189,3.243243243,2.702702703
畏庵文集,權錫璋,1813,1885,1849,0,23.48484848,8.333333333,45.45454545,14.39393939,8.333333333,0
復齋遺稿,姜楗,1817,1881,1849,0,83.48623853,0,16.51376147,0,0,0
西谿文集,金在燦(燦圭),1811,1888,1849,0,12.03438395,1.146131805,79.36962751,5.157593123,1.719197708,0.573065903
松皐文集,權靖夏,1806,1892,1849,0,21.25984252,1.57480315,49.60629921,18.11023622,2.362204724,7.086614173
橘隱齋遺稿,金瀏,1814,1884,1849,0,0,2.617801047,91.36125654,1.832460733,4.188481675,0
不知庵文集,裴錫一,1813,1888,1850,0,6.790123457,6.172839506,81.48148148,1.234567901,2.469135802,1.851851852
顧軒先生文集,鄭來錫,1808,1893,1850,0,19.38202247,10.95505618,43.25842697,3.651685393,14.04494382,8.707865169
雲皐集,金在,1808,1893,1850,0,5.208333333,1.041666667,78.64583333,2.34375,11.71875,1.041666667
琴溪集,趙祐植,1833,1867,1850,0,2.325581395,2.325581395,93.79844961,0.775193798,0.775193798,0
冬郞集,韓致元,1821,1881,1851,0,0,0,100,0,0,0
嘉梧藁略,李裕元,1814,1888,1851,0,0,0,100,0,0,0
慕亭逸稿,邊熙龍(熙準),1820,1882,1851,0,4.838709677,1.612903226,66.12903226,9.677419355,17.74193548,0
?堂集,李象秀,1820,1882,1851,0,10.670194,8.553791887,62.78659612,2.469135802,13.05114638,2.469135802
凝川集,洪宅疇,1816,1886,1851,0,8.645533141,3.458213256,83.86167147,0.576368876,2.305475504,1.152737752
東愚詩集,朴治亨,1841,1862,1851,0,0,2.074688797,97.51037344,0,0,0.414937759
蒿廬文集,徐塾,1820,1882,1851,0,7.96460177,3.539823009,76.99115044,3.539823009,6.194690265,1.769911504
絅堂遺稿,徐應淳,1824,1880,1852,0,10.46931408,6.498194946,68.59205776,6.859205776,5.054151625,2.527075812
??齋文集,文鎭英(鎭洛),1826,1879,1852,0,63.7254902,0,23.52941176,10.78431373,1.960784314,0
寒洲集,李震相,1818,1886,1852,0,25.14340344,4.397705545,57.26577438,3.059273423,6.978967495,3.154875717
鳳棲遺稿,邊相轍,1818,1886,1852,0,0.389105058,1.556420233,97.27626459,0,0.778210117,0
慕軒集,趙聖權,1816,1889,1852,0,42.96296296,4.444444444,31.11111111,17.77777778,2.222222222,1.481481481
近庵集,柳致德(致淑),1823,1881,1852,0,23.21428571,4.464285714,61.60714286,9.821428571,0.892857143,0
素圃遺稿,吳經履,1813,1893,1853,0,11.36363636,3.409090909,84.09090909,0,0.568181818,0.568181818
小庵文集,朴時戊,1828,1879,1853,0,9.289617486,3.278688525,72.67759563,4.918032787,4.918032787,4.918032787
菖窩文集,曹禧奎,1830,1877,1853,0,19.31034483,4.137931034,66.89655172,4.137931034,5.517241379,0
扶溪集,田秉淳,1816,1890,1853,0,26.30136986,2.465753425,64.93150685,3.01369863,2.739726027,0.547945205
?菴集,姜晉奎,1817,1891,1854,0,9.216589862,5.529953917,67.74193548,10.13824885,5.069124424,2.304147465
?山文集,柳道洙,1820,1889,1854,0,22.17741935,0.60483871,71.37096774,3.629032258,1.209677419,1.008064516
魯園集,金喆銖(璞銖),1822,1887,1854,0,22.22222222,4.106280193,61.5942029,7.246376812,4.106280193,0.724637681
茶菴詩稿,梁栒,1822,1886,1854,0,0,0.261780105,99.7382199,0,0,0
益庵遺稿,張鎭錫,1829,1880,1854,0,29.80769231,3.846153846,52.88461538,10.57692308,2.884615385,0
草廬文集,金相壽,1815,1895,1855,0,12.09439528,1.474926254,75.51622419,4.719764012,2.359882006,3.83480826
梅谷集,權允煥,1831,1880,1855,0,4.8,2.4,86.4,5.6,0.8,0
木西集,孫永老,1820,1891,1855,0,18.09045226,1.005025126,71.35678392,8.542713568,1.005025126,0
重菴集,金平?,1819,1891,1855,0,42.94770206,4.437400951,39.14421553,3.169572108,4.833597464,5.467511886
重菴先生別集,金平?,1819,1891,1855,0,45.85987261,12.7388535,20.38216561,1.910828025,13.37579618,5.732484076
恥菴文集,金碩奎,1826,1885,1855,0,16.52661064,0,74.22969188,5.882352941,3.081232493,0.280112045
艮宇集,李仁中,1825,1886,1855,0,8.394160584,2.554744526,77.37226277,8.759124088,2.189781022,0.729927007
廣巖遺集,呂錫輔,1824,1889,1856,0,14.70588235,0.735294118,77.20588235,7.352941176,0,0
克齋集,盧?淵,1827,1885,1856,0,32.5732899,1.302931596,60.58631922,1.954397394,1.628664495,1.954397394
方山集,李運楨,1819,1893,1856,0,12.79761905,5.654761905,66.96428571,5.357142857,9.226190476,0
蘭石文集,朴宰鉉(泰鉉),1830,1883,1856,0,21.56862745,0.653594771,68.62745098,9.150326797,0,0
雲皐文集,張時杓,1819,1894,1856,0,18.04511278,4.511278195,35.33834586,25.56390977,6.766917293,9.77443609
蘭石集,朴昌壽,1817,1897,1857,0,2.200488998,1.222493888,95.84352078,0,0,0.733496333
蓮湖遺稿,金璡聲,1822,1892,1857,0,6.134969325,0.613496933,87.11656442,3.067484663,3.067484663,0
?皐文集,李秉銓,1824,1891,1857,0,2.48447205,0.621118012,91.92546584,3.105590062,1.863354037,0
太古齋文集,金輝瑋,1823,1891,1857,0,9.523809524,16.19047619,62.85714286,4.761904762,0,6.666666667
茶?先生文集,魏榮馥,1832,1884,1858,0,7.741935484,5.161290323,77.41935484,2.580645161,3.225806452,3.870967742
匡山遺稿,白旻洙,1832,1885,1858,0,24.48979592,1.360544218,69.3877551,2.040816327,2.721088435,0
鵝山文集,柳潤文,1824,1893,1858,0,6.832298137,0,79.50310559,12.42236025,1.242236025,0
海隱遺稿,吳仁兌,1818,1898,1858,0,0,0.819672131,99.18032787,0,0,0
癡史集,安鑽,1829,1888,1858,0,32.1875,3.4375,48.75,7.5,7.5,0.625
巖居文集,朴永魯,1814,1903,1858,0,50,11.875,21.25,9.375,5.625,1.875
晩醒先生文集,朴致馥,1824,1894,1859,0,18.23104693,10.64981949,49.45848375,3.429602888,8.664259928,9.566787004
嵋東遺稿,安鍾洛,1826,1892,1859,0,29.6875,2.34375,62.5,5.46875,0,0
野翁遺稿,曺學承,1825,1894,1859,0,12.68656716,2.23880597,65.67164179,9.701492537,8.955223881,0.746268657
素山文集,李浩祐,1826,1892,1859,0,9.090909091,3.03030303,82.9004329,1.731601732,2.813852814,0.432900433
希齋文集,金輝濬,1820,1898,1859,0,14.10891089,2.475247525,72.02970297,4.455445545,3.96039604,2.97029703
晩圃逸稿,南基旭,1820,1899,1859,0,12.87128713,2.97029703,74.25742574,7.920792079,1.98019802,0
大谷遺稿,金錫龜,1835,1885,1860,0,22.81879195,4.697986577,68.45637584,2.684563758,1.342281879,0
晦山文集,文尙質,1825,1895,1860,0,8.510638298,0.709219858,84.39716312,0,6.382978723,0
一山集,李鐸韶,1836,1885,1860,0,33.15217391,2.717391304,32.06521739,15.76086957,8.695652174,7.608695652
日溪集,崔東泰(鼎彬),1844,1877,1860,0,11.76470588,10.92436975,73.94957983,0,0.840336134,2.521008403
紫東集,李正模,1846,1875,1860,0,22.44224422,0.660066007,72.93729373,0.660066007,3.300330033,0
渾齋集,安敎翼,1824,1896,1860,0,64.67889908,6.880733945,12.8440367,7.339449541,3.211009174,5.04587156
東溪文集,柳晉成,1826,1894,1860,0,5.85106383,4.255319149,68.08510638,12.23404255,7.446808511,2.127659574
巷隱逸稿,李膺協,1826,1894,1860,0,15.96244131,2.34741784,70.89201878,8.450704225,2.34741784,0
水山文集,李性和,1821,1899,1860,0,39.18128655,1.169590643,47.95321637,6.432748538,4.093567251,1.169590643
竹圃集,朴淇鍾,1824,1898,1861,0,13.88888889,7.407407407,50.46296296,0,13.88888889,14.35185185
泰廬文集,高允植,1831,1891,1861,0,13.2780083,0,81.32780083,4.149377593,1.244813278,0
遇淵集,裴燦,1825,1898,1861,0,28.03738318,7.476635514,57.94392523,6.542056075,0,0
錦溪集,裴瓚,1825,1898,1861,0,3.521126761,4.929577465,69.71830986,8.450704225,11.97183099,1.408450704
一齋文集,蔡鍾植,1832,1890,1861,0,4.166666667,2.083333333,79.16666667,3.472222222,10.41666667,0.694444444
小溪文集,南萬會,1826,1896,1861,0,18.18181818,2.272727273,56.06060606,21.96969697,1.515151515,0
小近齋集,朴翼東,1827,1895,1861,0,3.305785124,0,96.69421488,0,0,0
竹圃遺稿,成爀鎬,1838,1885,1861,0,4.316546763,1.438848921,87.05035971,2.877697842,4.316546763,0
橘下遺稿,崔植民,1831,1891,1861,0,16.38418079,2.824858757,79.66101695,0,1.129943503,0
晩休堂逸集,金萬鉉,1820,1902,1861,0,21.42857143,8.73015873,60.31746032,3.968253968,5.555555556,0
海閭先生文集,權相迪,1822,1900,1861,0,7.174887892,7.174887892,63.22869955,1.793721973,15.69506726,4.932735426
晩休先生文集,朴宗鉉,1823,1900,1861,0,34.74576271,40.6779661,21.18644068,2.542372881,0,0.847457627
小隱文集,盧兢壽,1823,1899,1861,0,4.761904762,1.587301587,91.00529101,0,2.645502646,0
東塢遺稿,曺毅坤,1832,1893,1862,0,28.16091954,5.172413793,61.49425287,2.873563218,2.298850575,0
訥庵遺集,曺백承,1828,1897,1862,0,8.056872038,2.843601896,86.25592417,1.895734597,0.947867299,0
楠溪文集,安浩淵,1827,1898,1862,0,11.11111111,1.646090535,78.18930041,6.995884774,2.057613169,0
東寮遺稿,河載文,1830,1894,1862,0,7.486631016,3.20855615,85.02673797,1.604278075,2.139037433,0.534759358
華軒遺稿,徐璘淳,1827,1898,1862,0,2.134146341,0.609756098,92.98780488,0.914634146,3.353658537,0
小心亭文集,全奎煥(中震),1832,1893,1862,0,27.73109244,2.521008403,60.50420168,3.361344538,4.201680672,1.680672269
畏庵先生文集,李鎭華,1830,1895,1862,0,20.95238095,2.857142857,67.61904762,8.571428571,0,0
立齋集,宋近洙,1818,1906,1862,0,30.01485884,11.29271917,33.43239227,3.863298663,4.606240713,16.79049034
仰慕齋文集,金在禧,1832,1894,1863,0,2.836879433,2.127659574,73.04964539,1.418439716,17.73049645,2.836879433
龍山遺稿,奇弘衍,1828,1898,1863,0,16.35687732,5.204460967,73.23420074,2.602230483,2.230483271,0.371747212
眉山集,韓章錫,1832,1894,1863,0,5.873261206,10.51004637,67.07882535,4.791344668,6.182380216,5.564142195
逋庵文集,權周郁,1825,1901,1863,0,29.62962963,9.971509972,36.18233618,10.54131054,7.407407407,6.267806268
?軒集,吳道炯,1826,1900,1863,0,2.010050251,3.51758794,87.93969849,2.010050251,4.522613065,0
秋溪遺稿,崔馨植,1825,1901,1863,0,0,0.404040404,99.5959596,0,0,0
西山先生文集,金興洛,1827,1899,1863,0,55.29595016,4.517133956,23.20872274,3.894080997,0.62305296,12.46105919
澹屋集,張升遠,1826,1900,1863,0,6.770833333,4.6875,69.79166667,3.645833333,5.729166667,9.375
直菴集,權在奎,1835,1893,1864,0,0,3.260869565,82.60869565,4.347826087,2.173913043,7.608695652
石帆遺稿,權憲璣,1835,1893,1864,0,6.611570248,3.305785124,81.81818182,6.611570248,1.652892562,0
芝南集,李贄鎬,1836,1892,1864,0,14.04494382,5.056179775,61.23595506,0,8.988764045,10.6741573
月皐先生文集,趙性家,1824,1904,1864,0,22.96222664,3.777335984,60.33797217,2.485089463,4.473161034,5.964214712
芝樵文集,李鎔義,1825,1903,1864,0,6.930693069,5.940594059,79.20792079,5.940594059,0.99009901,0.99009901
紹巖遺稿,柳寅奎(寅元),1830,1899,1864,0,1.587301587,2.380952381,83.33333333,1.587301587,8.73015873,2.380952381
紫山遺稿,琴佑烈,1824,1904,1864,0,18.06853583,4.984423676,67.60124611,3.115264798,2.492211838,3.738317757
止雲集,金擎鉉,1823,1906,1864,0,12.5,6.862745098,63.97058824,1.960784314,11.2745098,3.431372549
花史文集,崔泰逵,1828,1900,1864,0,13.81578947,1.315789474,76.31578947,1.973684211,6.578947368,0
竹軒文集,趙顯翼,1826,1902,1864,0,1.115241636,2.230483271,90.33457249,1.115241636,5.204460967,0
淵齋先生文集,宋秉璿,1836,1895,1865,0,28.56130404,12.40255138,18.49751949,2.905740609,14.88306166,22.74982282
宜田詩稿,陸用鼎,1843,1888,1865,0,0,0,100,0,0,0
續稿,陸用鼎,1843,1888,1865,0,0,4.458598726,94.26751592,0.636942675,0.636942675,0
龍山文集,李晩寅,1834,1897,1865,0,24.37357631,7.28929385,56.71981777,2.961275626,1.366742597,7.28929385
華谷遺稿,徐尙勳,1849,1881,1865,0,2.717391304,2.717391304,92.93478261,0,1.630434783,0
遂初堂逸稿,柳仁헌,1835,1895,1865,0,48.71794872,5.982905983,29.91452991,15.38461538,0,0
江樵遺稿,具然海,1836,1895,1865,0,6.164383562,6.164383562,84.24657534,2.054794521,1.369863014,0
端溪先生文集,金麟燮,1827,1903,1865,0,29.22732363,8.174692049,44.90481523,1.679731243,7.390817469,8.622620381
端溪先生集續,金麟燮,1827,1903,1865,0,27.13754647,7.434944238,62.82527881,0.743494424,1.858736059,0
遊軒先生文集,張錫龍,1823,1907,1865,0,8.983799705,7.511045655,65.68483063,3.53460972,6.921944035,7.36377025
臨齋先生文集,徐贊奎,1825,1905,1865,0,52.93040293,10.25641026,24.17582418,2.747252747,4.761904762,5.128205128
曉山集,卞榮奎,1826,1904,1865,0,6.918238994,1.572327044,85.22012579,2.51572327,2.358490566,1.41509434
一醒齋遺稿,田基五,1831,1900,1865,0,25.97402597,1.298701299,66.23376623,1.948051948,4.545454545,0
究庵文集,李光魯,1828,1903,1865,0,24.6105919,2.492211838,59.19003115,11.21495327,2.180685358,0.31152648
愚軒文集,金養鎭,1829,1901,1865,0,31.26491647,3.818615752,51.55131265,3.818615752,4.534606205,5.011933174
修齋文集,李希進,1851,1882,1866,0,21.37931034,1.379310345,66.89655172,0.689655172,8.275862069,1.379310345
愼?齋遺稿,邊台容,1836,1897,1866,0,0,1.169590643,97.07602339,0,1.169590643,0.584795322
栗山文集,洪智修,1835,1897,1866,0,21.16788321,5.839416058,55.47445255,5.839416058,10.2189781,1.459854015
修齋集,李有善,1851,1882,1866,0,21.08843537,1.360544218,65.98639456,0,4.081632653,7.482993197
蒼州文集,張時澤,1833,1900,1866,0,2.366863905,2.366863905,89.9408284,4.142011834,1.183431953,0
輸山文集,朴孝英,1827,1905,1866,0,21.50537634,3.76344086,61.29032258,13.44086022,0,0
岐軒文集,裴善晦,1829,1904,1866,0,8.962264151,0.70754717,86.08490566,4.245283019,0,0
泗隱文集,申鍾浩,1827,1906,1866,0,14.59459459,3.243243243,71.35135135,8.648648649,2.162162162,0
是廬先生文集,黃蘭善,1825,1908,1866,0,16.97154472,6.504065041,64.53252033,4.06504065,4.674796748,3.25203252
吃窩集,李根玉,1824,1909,1866,0,21.24542125,4.761904762,60.80586081,5.494505495,4.395604396,3.296703297
徐孺子文集,徐應潤,1837,1897,1867,0,0,1.282051282,97.43589744,0,1.282051282,0
愛橘齋遺稿,鄭慶植,1845,1889,1867,0,15.83333333,2.5,76.66666667,2.5,2.5,0
景齋集,禹成圭,1830,1905,1867,0,23.69230769,8.923076923,49.23076923,1.230769231,16,0.923076923
誠菴集,申相,1835,1900,1867,0,11.84210526,1.315789474,73.68421053,5.921052632,6.578947368,0.657894737
省齋遺稿,曺逵承,1827,1908,1867,0,27.12550607,2.834008097,57.48987854,8.502024291,2.429149798,1.619433198
直谷文集,金敬植,1829,1905,1867,0,3.10421286,0.88691796,91.1308204,2.43902439,2.43902439,0
梨谷文集,河仁壽(麟壽),1830,1904,1867,0,15.87301587,4.232804233,65.60846561,6.349206349,4.761904762,3.174603175
小流集,沈誠之,1831,1904,1867,0,27.27272727,5.454545455,50,9.090909091,7.272727273,0.909090909
響山文集,李晩燾,1842,1895,1868,0,27.85467128,10.55363322,34.60207612,1.730103806,3.287197232,21.97231834
響山文集別集,李晩燾,1842,1895,1868,0,23.52941176,24.31372549,29.80392157,0,0,22.35294118
素山遺稿,張寅睦,1842,1895,1868,0,38.29787234,3.546099291,43.97163121,9.929078014,0.709219858,3.546099291
兢齋集,鄭趾善,1839,1897,1868,0,43.07692308,4.102564103,45.12820513,4.615384615,2.051282051,1.025641026
聿修齋遺稿,朴海量,1850,1886,1868,0,33.98058252,3.883495146,53.39805825,3.883495146,3.883495146,0.970873786
石澗集,徐孝源,1839,1897,1868,0,48.4496124,2.713178295,32.94573643,12.79069767,2.325581395,0.775193798
后山先生文集,許愈,1833,1904,1868,0,36.14830072,4.634397528,44.59320288,2.162718847,5.973223481,6.48815654
后山先生文集續,許愈,1833,1904,1868,0,44.82758621,8.045977011,32.18390805,0,4.597701149,10.34482759
拓菴先生文集續,金道和,1825,1912,1868,0,36.38676845,16.03053435,20.3562341,3.053435115,7.124681934,17.04834606
拓菴先生文集,金道和,1825,1912,1868,0,23.82222222,15.46666667,20.44444444,4,10.04444444,26.22222222
起菴文集,金禹昌(汝璉),1830,1907,1868,0,5.504587156,4.587155963,56.88073394,19.26605505,11.00917431,2.752293578
睡鶴集,許?,1834,1902,1868,0,10.68965517,1.379310345,84.31034483,1.551724138,1.896551724,0.172413793
松齋集,朴重龍,1838,1899,1868,0,23.21428571,5.952380952,70.23809524,0,0,0.595238095
龜溪遺稿,金榮洛,1831,1906,1868,0,4.72972973,0.675675676,92.56756757,1.351351351,0.675675676,0
?窩集,郭臾坤,1832,1905,1868,0,12.22222222,5.555555556,72.77777778,2.777777778,6.111111111,0.555555556
思復齋先生文集,宋鎭鳳,1840,1898,1869,0,28.50877193,7.456140351,51.31578947,3.947368421,5.701754386,3.070175439
松厓集,李志憲,1840,1898,1869,0,23.52941176,4.201680672,63.02521008,9.243697479,0,0
錦湖集,許炯,1853,1886,1869,0,2.369668246,0.947867299,95.73459716,0,0.473933649,0.473933649
管軒集,都漢基,1836,1902,1869,0,27.68031189,6.237816764,56.7251462,0.389863548,8.187134503,0.779727096
石梧文集,權鳳熙,1837,1902,1869,0,18.21192053,3.311258278,63.24503311,6.953642384,1.986754967,6.291390728
勉菴先生續集,崔益鉉,1833,1906,1869,0,63.05220884,4.016064257,10.04016064,0.401606426,8.835341365,13.65461847
勉菴集,崔益鉉,1833,1906,1869,0,35.34647171,11.44310235,20.66115702,0.445009536,5.785123967,26.31913541
晩求先生文集,李種杞(種壽),1837,1902,1869,0,40,7.826086957,29.13043478,6.630434783,6.304347826,10.10869565
晩求集續集,李種杞(種壽),1837,1902,1869,0,65.43209877,3.456790123,22.22222222,4.938271605,0.740740741,3.209876543
進溪文集,朴在馨(在誠),1838,1900,1869,0,53.97923875,7.958477509,25.95155709,3.806228374,4.152249135,4.152249135
敏窩先生文集,李驥相,1826,1913,1869,0,18.51851852,7.744107744,53.87205387,4.04040404,13.46801347,2.356902357
一石遺稿,崔炳夏,1839,1900,1869,0,0,1.996370236,93.28493648,0.362976407,3.448275862,0.907441016
檀坡遺稿,黃在弼,1847,1893,1870,0,6.134969325,7.36196319,84.66257669,1.226993865,0.613496933,0
杜溪遺稿,曺華承,1843,1897,1870,0,4.444444444,0,90.37037037,2.222222222,2.962962963,0
熊溪遺集,李鉉九,1856,1884,1870,0,0,0.448430493,97.90732436,0.149476831,0.298953662,1.195814649
雲塢文集,趙性?,1843,1898,1870,0,26.31578947,0.877192982,64.9122807,7.01754386,0.877192982,0
由齋文集,申在錫(綸錫),1830,1910,1870,0,21.34387352,7.90513834,54.34782609,9.090909091,3.754940711,3.557312253
海山遺集,河慶烋,1841,1900,1870,0,11.67108753,2.387267905,38.99204244,1.856763926,45.0928382,0
?吾遺稿,李明宇,1836,1904,1870,0,16.66666667,14.16666667,52.5,0,11.66666667,5
春軒集,魏啓泮,1848,1895,1871,0,14.96259352,11.22194514,53.36658354,0.997506234,5.735660848,13.71571072
川后遺集,權相彬(相弼),1853,1889,1871,0,8.060453401,1.511335013,85.89420655,1.763224181,1.511335013,1.259445844
鶴南集,金우,1833,1910,1871,0,17.53554502,7.582938389,54.50236967,8.530805687,7.109004739,4.739336493
舫山先生文集,許薰,1836,1907,1871,0,14.87263763,7.806080526,64.66721446,1.972062449,4.601479047,6.080525883
春灘文集,李泰鉉,1838,1904,1871,0,1.556420233,3.112840467,82.10116732,3.501945525,3.891050584,5.836575875
西扉文集,崔宇淳,1832,1911,1871,0,17.64705882,5.882352941,69.85294118,2.205882353,2.941176471,1.470588235
錦南文集,朴奎陽,1840,1903,1871,0,6.204379562,3.284671533,78.46715328,6.204379562,3.649635036,2.189781022
常岡文集,宋民用(時用),1839,1904,1871,0,15.51724138,8.045977011,61.49425287,6.896551724,8.045977011,0
渭?集,河在九,1832,1911,1871,0,11.26279863,6.14334471,73.72013652,2.04778157,5.119453925,1.706484642
芹溪集,權命奎,1840,1903,1871,0,32.51231527,3.9408867,40.39408867,8.374384236,1.97044335,12.80788177
蓮坡集,金炳輝,1842,1903,1872,0,13.85281385,5.627705628,66.66666667,2.597402597,9.090909091,2.164502165
愚?遺稿,全奎炳,1840,1905,1872,0,23.80952381,3.703703704,59.25925926,11.11111111,1.587301587,0.529100529
梅史集,崔泰淳(厦淳),1835,1910,1872,0,11.1328125,1.3671875,81.4453125,4.6875,1.171875,0.1953125
曉山文集,李壽瀅,1837,1908,1872,0,18.08118081,3.6900369,63.83763838,7.380073801,3.6900369,3.32103321
好古齋文集,李相求,1834,1910,1872,0,3.047091413,5.817174515,87.25761773,2.770083102,0.831024931,0.27700831
一悔軒集,都右龍,1838,1906,1872,0,22.4025974,5.844155844,63.96103896,2.922077922,4.545454545,0.324675325
兼山先生文集,徐永坤,1831,1913,1872,0,28.0155642,6.614785992,48.6381323,3.891050584,10.89494163,1.945525292
涵齋文集,金壽璜,1840,1904,1872,0,17.17557252,1.526717557,66.41221374,5.34351145,8.778625954,0.763358779
石下先生文集,朴元?,1834,1911,1872,0,5.316455696,7.088607595,77.46835443,1.265822785,6.582278481,2.278481013
下山文集,鄭鎭憲,1834,1911,1872,0,28.57142857,10.03039514,42.55319149,10.3343465,4.255319149,4.255319149
松谷遺稿,朴周鉉(一鉉),1844,1900,1872,0,11.41552511,0.456621005,80.82191781,3.196347032,0.456621005,3.652968037
栗齋集,朴鍾弼,1849,1898,1873,0,11.2244898,5.612244898,73.97959184,1.530612245,3.06122449,4.591836735
梧山遺稿,李龍憲,1851,1895,1873,0,3.333333333,2.5,89.16666667,1.666666667,2.5,0.833333333
紫峯集,鄭錫祜,1840,1906,1873,0,39.28571429,12.5,29.76190476,11.9047619,5.952380952,0.595238095
絅菴遺稿,吳麟善,1841,1905,1873,0,18.38565022,6.726457399,59.64125561,9.417040359,4.932735426,0.896860987
臺隱遺稿,鄭在勳,1835,1912,1873,0,3.305785124,6.611570248,88.42975207,0,0.826446281,0.826446281
蓮溪文集,朴時燦,1842,1905,1873,0,6.896551724,6.896551724,77.24137931,5.517241379,3.448275862,0
山村文集,金在憲,1842,1904,1873,0,13.98601399,8.391608392,72.72727273,0,4.895104895,0
芝圃遺稿,閔鳳鎬,1842,1904,1873,0,0,2.234636872,97.20670391,0,0.558659218,0
茅屋遺稿,林珍源,1836,1911,1873,0,0,1.438848921,98.56115108,0,0,0
廣川集,趙性胤,1845,1904,1874,0,12.06896552,3.448275862,71.55172414,5.172413793,7.75862069,0
石荷集,安鍾悳,1841,1907,1874,0,18.40148699,8.178438662,70.26022305,0,2.044609665,1.115241636
鶴山文集,朴光遠,1848,1900,1874,0,12.60053619,5.63002681,73.45844504,1.608579088,3.753351206,2.949061662
芳洲集,文國鉉,1838,1911,1874,0,24.02234637,2.793296089,64.24581006,2.793296089,3.351955307,2.793296089
悔?文集,李敏植,1838,1910,1874,0,1.333333333,0,93.33333333,0,5.333333333,0
武山遺集,姜龍夏,1840,1908,1874,0,30.74074074,5.555555556,50,4.444444444,4.814814815,4.444444444
芝岡文集,閔致完,1838,1911,1874,0,29.53020134,1.342281879,65.77181208,0.67114094,2.013422819,0.67114094
恁堂集,高基升,1845,1903,1874,0,5.882352941,3.619909502,80.99547511,3.167420814,6.334841629,0
無貳齋集,姜冕永,1836,1912,1874,0,22.56410256,5.641025641,59.48717949,9.230769231,2.564102564,0.512820513
南洲文集,趙承基,1836,1913,1874,0,13.0044843,3.811659193,70.62780269,9.417040359,2.466367713,0.67264574
蓉洲遺稿,南鎭元,1847,1901,1874,0,3.347280335,3.347280335,92.88702929,0,0.418410042,0
明美堂集,李建昌,1852,1898,1875,0,1.973684211,4.605263158,73.51973684,4.276315789,8.223684211,7.401315789
?山文集,安永鎬,1854,1896,1875,0,4.12979351,3.83480826,78.17109145,4.12979351,7.669616519,2.064896755
石亭集,李定稷,1841,1910,1875,0,1.880877743,4.07523511,88.08777429,0.313479624,5.642633229,0
農雲遺稿,李晉用,1842,1909,1875,0,19.87829615,3.042596349,76.06490872,0,0,1.014198783
心窩遺稿,全?錫,1844,1907,1875,0,23.47826087,2.608695652,58.26086957,10.43478261,2.608695652,2.608695652
訥齋集,郭?(基成),1839,1911,1875,0,11.18421053,0.657894737,74.34210526,5.263157895,7.236842105,1.315789474
恒齋文集,李翊九,1838,1912,1875,0,21.07279693,9.961685824,47.50957854,9.578544061,9.578544061,2.298850575
羅圃文集,盧應奭,1843,1907,1875,0,8.910891089,4.95049505,73.26732673,2.97029703,4.95049505,4.95049505
月塘文集,朴鎬陽,1851,1899,1875,0,9.77443609,1.503759398,83.08270677,3.759398496,1.879699248,0
尼山集,南廷瓚,1850,1900,1875,0,16.99029126,0.485436893,72.33009709,6.796116505,2.427184466,0.970873786
溪湄遺稿,金炳洙,1838,1912,1875,0,15.17857143,5.357142857,62.5,12.5,4.464285714,0
心石齋先生文集,宋秉珣,1839,1912,1875,0,21.94381169,6.681852696,42.29309036,1.214882308,10.6302202,17.23614275
石松堂遺稿,李震久,1840,1911,1875,0,3.349282297,0.956937799,85.16746411,10.04784689,0.4784689,0
莊庵文集,金時洛,1857,1896,1876,0,37.1559633,4.587155963,43.11926606,7.339449541,3.669724771,4.128440367
松下集,安國禎,1854,1898,1876,0,59.63855422,1.807228916,32.53012048,4.21686747,0,1.807228916
六有齋遺稿,白永直(圭柄),1841,1912,1876,0,32.98969072,5.154639175,55.15463918,2.06185567,2.577319588,2.06185567
杏山遺稿,柳道絢,1842,1910,1876,0,21.64179104,0.746268657,51.49253731,25.37313433,0.746268657,0
仁山先生文集,吳世魯,1852,1900,1876,0,15.25423729,1.694915254,79.0960452,3.95480226,0,0
蘭谷遺稿,蘇昇奎,1844,1908,1876,0,0,1.671309192,95.54317549,0.835654596,0.835654596,1.114206128
春坡遺稿,魏瓘植,1843,1910,1876,0,37.91666667,1.666666667,55.41666667,1.666666667,1.666666667,1.666666667
