제목,생년,몰년,활동연도,Source,公車類,書簡類,序跋類,詩類,哀祭類,雜著類,傳記類,SUM,Publish,傳記類_Ratio,公車類_Ratio,哀祭類_Ratio,序跋類_Ratio,書簡類_Ratio,詩類_Ratio,雜著類_Ratio
瑞石集,1633,1687,1660,문집총간,195,0,10,412,30,3,30,680,1701,4.411764706,28.67647059,4.411764706,1.470588235,0,60.58823529,0.441176471
義谷遺稿,1621,1702,1661,역대문집DB,8,12,5,16,14,1,0,56,,0,14.28571429,25,8.928571429,21.42857143,28.57142857,1.785714286
江坡先生文集,1622,1700,1661,역대문집DB,3,6,2,48,2,3,5,69,,7.246376812,4.347826087,2.898550725,2.898550725,8.695652174,69.56521739,4.347826087
愚拙?先生文集,1624,1699,1661,역대문집DB,1,0,0,60,0,3,0,64,,0,1.5625,0,0,0,93.75,4.6875
聱齖齋集,1628,1695,1661,문집총간,16,3,16,616,21,24,16,712,1916,2.247191011,2.247191011,2.949438202,2.247191011,0.421348315,86.51685393,3.370786517
寓軒集,1629,1693,1661,문집총간,0,50,1,37,0,12,2,102,1898,1.960784314,0,0,0.980392157,49.01960784,36.2745098,11.76470588
芝湖集,1631,1692,1661,문집총간,21,26,24,148,11,18,34,282,1856,12.05673759,7.446808511,3.90070922,8.510638298,9.219858156,52.4822695,6.382978723
谷雲集,1624,1701,1662,문집총간,0,47,9,97,6,31,5,195,1711,2.564102564,0,3.076923077,4.615384615,24.1025641,49.74358974,15.8974359
無禁堂遺稿,1624,1700,1662,역대문집DB,2,14,6,120,5,5,0,152,,0,1.315789474,3.289473684,3.947368421,9.210526316,78.94736842,3.289473684
三緘齋金先生文集,1635,1689,1662,역대문집DB,0,0,0,56,3,1,0,60,,0,0,5,0,0,93.33333333,1.666666667
迂齋集,1639,1685,1662,문집총간,29,0,3,263,21,30,12,358,1741,3.351955307,8.100558659,5.865921788,0.837988827,0,73.46368715,8.379888268
訴梅堂遺集,1622,1705,1663,역대문집DB,1,17,7,247,4,3,5,284,,1.76056338,0.352112676,1.408450704,2.464788732,5.985915493,86.97183099,1.056338028
淸休齋先生文集,1624,1703,1663,역대문집DB,2,12,3,118,6,3,0,144,,0,1.388888889,4.166666667,2.083333333,8.333333333,81.94444444,2.083333333
孤山集,1625,1701,1663,문집총간,0,78,13,389,43,10,43,576,1775,7.465277778,0,7.465277778,2.256944444,13.54166667,67.53472222,1.736111111
乖厓集,1626,1701,1663,역대문집DB,16,65,2,27,5,6,1,122,,0.819672131,13.1147541,4.098360656,1.639344262,53.27868852,22.13114754,4.918032787
蘆溪集,1627,1700,1663,역대문집DB,29,0,1,216,0,0,2,248,,0.806451613,11.69354839,0,0.403225806,0,87.09677419,0
林湖集,1629,1698,1663,문집총간,12,7,10,366,4,12,3,414,1812,0.724637681,2.898550725,0.966183575,2.415458937,1.690821256,88.4057971,2.898550725
南溪集,1631,1695,1663,문집총간,508,1158,105,702,96,252,188,3009,1732,6.247922898,16.88268528,3.190428714,3.489531406,38.48454636,23.33000997,8.374875374
虛齋集,1632,1695,1663,역대문집DB,0,0,2,96,0,2,0,100,,0,0,0,2,0,96,2
寓軒集,1636,1690,1663,문집총간,16,30,10,217,20,11,9,313,1833,2.875399361,5.111821086,6.389776358,3.194888179,9.584664537,69.32907348,3.514376997
拙修齋集,1638,1689,1663,문집총간,0,90,0,250,16,5,5,366,1710,1.366120219,0,4.371584699,0,24.59016393,68.30601093,1.366120219
龜溪遺稿,1621,1707,1664,역대문집DB,0,0,1,163,0,0,0,164,,0,0,0,0.609756098,0,99.3902439,0
西巖遺稿,1622,1707,1664,문집총간,5,0,2,276,2,4,2,291,1710,0.687285223,1.718213058,0.687285223,0.687285223,0,94.84536082,1.374570447
南溪集,1624,1704,1664,역대문집DB,0,8,1,76,0,1,0,86,,0,0,0,1.162790698,9.302325581,88.37209302,1.162790698
覽懷堂先生文集,1625,1703,1664,역대문집DB,0,6,0,90,4,0,1,101,,0.99009901,0,3.96039604,0,5.940594059,89.10891089,0
恒齋集,1631,1698,1664,문집총간,0,38,3,54,5,12,28,140,1808,20,0,3.571428571,2.142857143,27.14285714,38.57142857,8.571428571
德浦遺稿,1631,1698,1664,문집총간,22,11,1,79,10,2,5,130,1833,3.846153846,16.92307692,7.692307692,0.769230769,8.461538462,60.76923077,1.538461538
明湖文集,1631,1698,1664,역대문집DB,2,4,3,62,1,7,0,79,,0,2.53164557,1.265822785,3.797468354,5.063291139,78.48101266,8.860759494
潛冶集,1633,1695,1664,역대문집DB,15,13,0,0,4,16,2,50,,4,30,8,0,26,0,32
愚軒遺稿,1634,1695,1664,역대문집DB,0,0,5,52,17,0,0,74,,0,0,22.97297297,6.756756757,0,70.27027027,0
西浦集,1637,1692,1664,문집총간,42,0,4,230,11,6,2,295,1702,0.677966102,14.23728814,3.728813559,1.355932203,0,77.96610169,2.033898305
漱菴先生遺集,1639,1689,1664,역대문집DB,1,1,5,101,2,0,0,110,,0,0.909090909,1.818181818,4.545454545,0.909090909,91.81818182,0
葛庵集,1627,1704,1665,문집총간,135,338,43,257,82,28,103,986,1909,10.44624746,13.69168357,8.31643002,4.361054767,34.27991886,26.06490872,2.839756592
雙栢堂集,1630,1701,1665,문집총간,50,0,5,204,2,4,0,265,1721,0,18.86792453,0.754716981,1.886792453,0,76.98113208,1.509433962
醒齋遺稿,1634,1697,1665,문집총간,165,12,22,1048,25,3,1,1276,,0.078369906,12.93103448,1.959247649,1.724137931,0.940438871,82.13166144,0.235109718
砥南先生文集,1635,1696,1665,역대문집DB,0,7,3,61,1,0,0,72,,0,0,1.388888889,4.166666667,9.722222222,84.72222222,0
檀溪先生文集,1640,1691,1665,역대문집DB,29,5,1,215,0,0,0,250,,0,11.6,0,0.4,2,86,0
洞虛齋集,1654,1676,1665,문집총간,2,10,2,38,0,2,1,55,1769,1.818181818,3.636363636,0,3.636363636,18.18181818,69.09090909,3.636363636
愚潭集,1625,1707,1666,문집총간,39,105,8,24,23,17,10,226,1937,4.424778761,17.25663717,10.17699115,3.539823009,46.46017699,10.61946903,7.522123894
洗心亭先生文集,1627,1705,1666,역대문집DB,0,8,6,95,11,2,0,122,,0,0,9.016393443,4.918032787,6.557377049,77.86885246,1.639344262
西溪集,1629,1703,1666,문집총간,63,56,27,556,3,15,80,800,,10,7.875,0.375,3.375,7,69.5,1.875
泛虛亭集,1638,1695,1666,문집총간,45,2,8,294,21,17,5,392,1744,1.275510204,11.47959184,5.357142857,2.040816327,0.510204082,75,4.336734694
是窩遺稿,1646,1687,1666,문집총간,27,0,6,126,13,11,5,188,1739,2.659574468,14.36170213,6.914893617,3.191489362,0,67.0212766,5.85106383
小湖先生文集,1629,1705,1667,역대문집DB,0,3,2,213,5,2,2,227,,0.881057269,0,2.202643172,0.881057269,1.321585903,93.83259912,0.881057269
自足齋遺集,1631,1704,1667,역대문집DB,2,1,0,110,1,1,0,115,,0,1.739130435,0.869565217,0,0.869565217,95.65217391,0.869565217
琴湖遺稿,1632,1702,1667,문집총간,0,0,2,613,0,0,4,619,1712,0.646203554,0,0,0.323101777,0,99.03069467,0
安齋遺集,1634,1700,1667,역대문집DB,0,0,2,78,3,3,0,86,,0,0,3.488372093,2.325581395,0,90.69767442,3.488372093
葵亭集,1636,1699,1667,문집총간,25,0,5,618,28,19,10,705,1778,1.418439716,3.546099291,3.971631206,0.709219858,0,87.65957447,2.695035461
平齋遺集,1636,1698,1667,역대문집DB,0,12,3,27,9,0,3,54,,5.555555556,0,16.66666667,5.555555556,22.22222222,50,0
恬軒集,1638,1697,1667,문집총간,48,0,17,2270,19,21,40,2415,1760,1.6563147,1.98757764,0.786749482,0.703933747,0,93.99585921,0.869565217
秋潭集,1625,1711,1668,문집총간,0,32,1,168,31,3,9,244,1905,3.68852459,0,12.70491803,0.409836066,13.1147541,68.85245902,1.229508197
黃坡集,1628,1708,1668,역대문집DB,0,10,5,63,2,7,1,88,,1.136363636,0,2.272727273,5.681818182,11.36363636,71.59090909,7.954545455
蓮泉遺稿,1638,1699,1668,역대문집DB,0,21,25,283,24,12,0,365,,0,0,6.575342466,6.849315068,5.753424658,77.53424658,3.287671233
聯芳集,1640,1696,1668,역대문집DB,7,13,3,79,3,0,2,107,,1.869158879,6.542056075,2.803738318,2.803738318,12.14953271,73.8317757,0
蒲菴集,1647,1689,1668,역대문집DB,49,8,0,46,0,0,0,103,,0,47.57281553,0,0,7.766990291,44.66019417,0
景玉先生遺集,1629,1710,1669,역대문집DB,1,0,11,110,4,12,9,147,,6.12244898,0.680272109,2.721088435,7.482993197,0,74.82993197,8.163265306
霽月堂集,1630,1709,1669,문집총간,57,0,3,392,14,5,12,483,1819,2.48447205,11.80124224,2.898550725,0.621118012,0,81.15942029,1.035196687
農隱遺稿,1632,1707,1669,문집총간,0,116,1,261,0,18,2,398,1916,0.502512563,0,0,0.251256281,29.14572864,65.57788945,4.522613065
紫雲先生文集,1632,1707,1669,역대문집DB,4,33,20,91,17,11,4,180,,2.222222222,2.222222222,9.444444444,11.11111111,18.33333333,50.55555556,6.111111111
退堂集,1633,1705,1669,문집총간,61,0,13,594,15,8,17,708,,2.401129944,8.615819209,2.118644068,1.836158192,0,83.89830508,1.129943503
雩沙集,1635,1703,1669,문집총간,426,39,3,27,14,15,9,533,1712,1.688555347,79.9249531,2.626641651,0.562851782,7.317073171,5.065666041,2.814258912
槐泉集,1636,1702,1669,역대문집DB,4,19,6,66,8,0,0,103,,0,3.883495146,7.766990291,5.825242718,18.44660194,64.0776699,0
蘆洲集,1637,1702,1669,문집총간,8,2,4,358,23,14,17,426,1747,3.990610329,1.877934272,5.399061033,0.938967136,0.469483568,84.03755869,3.286384977
林下堂文集,1638,1701,1669,역대문집DB,10,6,1,143,0,1,0,161,,0,6.211180124,0,0.621118012,3.726708075,88.81987578,0.621118012
博泉集,1641,1698,1669,문집총간,40,0,44,683,14,23,13,817,1721,1.591187271,4.895960832,1.713586291,5.385556916,0,83.59853121,2.815177479
黔巖遺稿,1642,1697,1669,역대문집DB,3,24,3,64,0,2,6,102,,5.882352941,2.941176471,0,2.941176471,23.52941176,62.74509804,1.960784314
省愆齋遺稿,1647,1691,1669,역대문집DB,0,17,1,139,11,0,5,173,,2.89017341,0,6.358381503,0.578034682,9.826589595,80.34682081,0
松月齋集,1625,1715,1670,문집총간,0,4,12,31,11,37,9,104,,8.653846154,0,10.57692308,11.53846154,3.846153846,29.80769231,35.57692308
藥泉集,1629,1711,1670,문집총간,274,203,33,200,17,34,146,907,1723,16.09702315,30.20948181,1.874310915,3.638368247,22.3814774,22.05071665,3.74862183
錦江集,1629,1711,1670,문집총간,0,126,5,84,19,4,8,246,1772,3.25203252,0,7.723577236,2.032520325,51.2195122,34.14634146,1.62601626
敝帚遺稿,1634,1707,1670,문집총간,0,1,7,179,2,6,1,196,1868,0.510204082,0,1.020408163,3.571428571,0.510204082,91.32653061,3.06122449
明齋遺稿,1629,1714,1671,문집총간,141,1623,40,594,103,39,142,2682,1732,5.294556301,5.257270694,3.840417599,1.49142431,60.51454139,22.14765101,1.454138702
遺稿別,1629,1714,1671,역대문집DB,129,342,58,629,86,14,139,1397,,9.949892627,9.234073014,6.156048676,4.151753758,24.48103078,45.02505369,1.002147459
松坡集,1633,1709,1671,문집총간,45,8,14,1213,19,25,57,1381,,4.127443881,3.258508327,1.375814627,1.013758146,0.579290369,87.83490224,1.810282404
茅庵集,1635,1707,1671,문집총간,3,15,1,146,16,5,13,199,1873,6.532663317,1.507537688,8.040201005,0.502512563,7.537688442,73.36683417,2.512562814
約齋集,1636,1707,1671,문집총간,67,0,7,862,16,6,14,972,1956,1.440329218,6.893004115,1.646090535,0.720164609,0,88.68312757,0.617283951
