제목,생년,몰년,활동연도,Source,公車類,書簡類,序跋類,詩類,哀祭類,雜著類,傳記類,SUM,Publish,傳記類_Ratio,公車類_Ratio,哀祭類_Ratio,序跋類_Ratio,書簡類_Ratio,詩類_Ratio,雜著類_Ratio
虛舟文集,1581,1661,1621,역대문집DB,0,0,2,214,5,1,1,223,,0.448430493,0,2.242152466,0.896860987,0,95.96412556,0.448430493
梧溪文集,1583,1660,1621,역대문집DB,2,3,8,183,8,1,8,213,,3.755868545,0.938967136,3.755868545,3.755868545,1.408450704,85.91549296,0.469483568
自樂堂先生遺集,1584,1659,1621,역대문집DB,2,0,0,113,0,0,1,116,,0.862068966,1.724137931,0,0,0,97.4137931,0
白江集,1585,1657,1621,문집총간,151,0,2,558,21,14,5,751,1684,0.665778961,20.10652463,2.796271638,0.266311585,0,74.30093209,1.864181092
林谷集,1586,1657,1621,문집총간,0,31,19,376,35,21,15,497,1834,3.018108652,0,7.042253521,3.822937626,6.237424547,75.65392354,4.225352113
玄巖遺稿,1587,1656,1621,문집총간,1,2,3,238,0,12,2,258,1675,0.775193798,0.387596899,0,1.162790698,0.775193798,92.24806202,4.651162791
玄洲集,1598,1645,1621,문집총간,28,0,2,319,17,82,2,450,1675,0.444444444,6.222222222,3.777777778,0.444444444,0,70.88888889,18.22222222
靑霞集,1585,1659,1622,문집총간,0,0,8,227,2,5,3,245,1720,1.224489796,0,0.816326531,3.265306122,0,92.65306122,2.040816327
琴隱遺集,1586,1659,1622,역대문집DB,0,0,0,159,3,1,0,163,,0,0,1.840490798,0,0,97.54601227,0.613496933
竹牖詩集,1584,1663,1623,문집총간,0,0,1,235,6,2,3,247,1668,1.214574899,0,2.429149798,0.4048583,0,95.1417004,0.809716599
漁村遺稿,1597,1650,1623,역대문집DB,4,15,4,260,8,2,0,293,,0,1.365187713,2.730375427,1.365187713,5.119453925,88.73720137,0.682593857
棠溪集,1602,1644,1623,문집총간,3,7,0,34,2,8,3,57,1869,5.263157895,5.263157895,3.50877193,0,12.28070175,59.64912281,14.03508772
洛村集,1603,1644,1623,문집총간,12,0,1,39,19,2,7,80,,8.75,15,23.75,1.25,0,48.75,2.5
忠烈公遺稿,1609,1637,1623,문집총간,19,3,5,20,6,7,7,67,1697,10.44776119,28.35820896,8.955223881,7.462686567,4.47761194,29.85074627,10.44776119
澗松集,1585,1664,1624,문집총간,6,51,25,469,96,26,21,694,1744,3.025936599,0.864553314,13.83285303,3.602305476,7.34870317,67.57925072,3.746397695
遯溪遺編,1588,1661,1624,문집총간,3,11,23,0,7,24,2,70,1679,2.857142857,4.285714286,10,32.85714286,15.71428571,0,34.28571429
懶齋集,1589,1659,1624,문집총간,25,35,10,123,31,6,12,242,,4.958677686,10.33057851,12.80991736,4.132231405,14.46280992,50.82644628,2.479338843
龍峰先生文集,1589,1659,1624,역대문집DB,3,8,3,82,0,2,1,99,,1.01010101,3.03030303,0,3.03030303,8.080808081,82.82828283,2.02020202
寒沙集,1591,1658,1624,문집총간,25,2,12,217,60,8,12,336,1870,3.571428571,7.44047619,17.85714286,3.571428571,0.595238095,64.58333333,2.380952381
涑川集,1591,1657,1624,역대문집DB,8,0,14,122,20,8,3,175,,1.714285714,4.571428571,11.42857143,8,0,69.71428571,4.571428571
松崖集,1596,1653,1624,문집총간,55,31,4,32,14,6,8,150,1871,5.333333333,36.66666667,9.333333333,2.666666667,20.66666667,21.33333333,4
梧齋集附錄,1598,1651,1624,역대문집DB,28,20,1,126,1,11,0,187,,0,14.97326203,0.534759358,0.534759358,10.69518717,67.37967914,5.882352941
琴川集,1601,1647,1624,문집총간,5,3,4,80,8,2,5,107,1907,4.672897196,4.672897196,7.476635514,3.738317757,2.803738318,74.76635514,1.869158879
覺菴先生文集,1605,1643,1624,역대문집DB,1,5,2,57,0,0,0,65,,0,1.538461538,0,3.076923077,7.692307692,87.69230769,0
釣隱集,1589,1662,1625,문집총간,0,1,6,92,14,4,11,128,1780,8.59375,0,10.9375,4.6875,0.78125,71.875,3.125
杜谷集,1595,1656,1625,문집총간,2,4,6,326,15,10,6,369,1824,1.62601626,0.54200542,4.06504065,1.62601626,1.08401084,88.34688347,2.7100271
暘溪先生文集,1597,1654,1625,역대문집DB,0,5,6,52,2,4,5,74,,6.756756757,0,2.702702703,8.108108108,6.756756757,70.27027027,5.405405405
竹南堂稿,1587,1666,1626,문집총간,38,0,2,489,4,3,2,538,1689,0.371747212,7.063197026,0.743494424,0.371747212,0,90.89219331,0.557620818
素隱遺稿,1592,1661,1626,문집총간,1,0,4,128,2,16,9,160,1696,5.625,0.625,1.25,2.5,0,80,10
素隱先生遺稿,1592,1661,1626,역대문집DB,5,1,4,143,2,12,10,177,,5.649717514,2.824858757,1.129943503,2.259887006,0.564971751,80.79096045,6.779661017
冶谷集,1595,1658,1626,문집총간,25,39,12,72,35,32,11,226,1893,4.867256637,11.0619469,15.48672566,5.309734513,17.25663717,31.85840708,14.15929204
少痊集,1595,1658,1626,문집총간,19,15,0,128,4,4,2,172,,1.162790698,11.04651163,2.325581395,0,8.720930233,74.41860465,2.325581395
滄洲集,1596,1657,1626,문집총간,33,5,9,162,18,27,4,258,1863,1.550387597,12.79069767,6.976744186,3.488372093,1.937984496,62.79069767,10.46511628
龍洲遺稿,1586,1669,1627,문집총간,119,2,29,714,33,23,58,978,1703,5.930470348,12.16768916,3.374233129,2.965235174,0.204498978,73.00613497,2.351738241
鶴沙集,1587,1667,1627,문집총간,21,14,37,327,59,26,86,570,1776,15.0877193,3.684210526,10.35087719,6.49122807,2.456140351,57.36842105,4.561403509
晩沙稿,1593,1662,1627,문집총간,103,0,1,54,14,5,4,181,1759,2.209944751,56.90607735,7.73480663,0.552486188,0,29.83425414,2.762430939
虛白堂詩集,1593,1661,1627,역대문집DB,0,0,0,372,0,0,0,372,,0,0,0,0,0,100,0
晴峯集,1594,1660,1627,문집총간,10,0,2,524,0,4,0,540,1673,0,1.851851852,0,0.37037037,0,97.03703704,0.740740741
睡隱遺集,1595,1660,1627,문집총간,0,10,3,66,11,3,9,102,1771,8.823529412,0,10.78431373,2.941176471,9.803921569,64.70588235,2.941176471
台溪集,1597,1658,1627,문집총간,19,5,9,453,10,4,10,510,1683,1.960784314,3.725490196,1.960784314,1.764705882,0.980392157,88.82352941,0.784313725
松坡集,1599,1655,1627,문집총간,12,0,18,214,3,7,3,257,1715,1.167315175,4.6692607,1.167315175,7.003891051,0,83.26848249,2.723735409
習窩遺集,1600,1654,1627,역대문집DB,0,3,3,77,2,2,0,87,,0,0,2.298850575,3.448275862,3.448275862,88.50574713,2.298850575
文谷先生遺集,1602,1653,1627,역대문집DB,0,0,3,74,6,2,1,86,,1.162790698,0,6.976744186,3.488372093,0,86.04651163,2.325581395
猿溪文集,1589,1668,1628,역대문집DB,0,6,4,380,16,0,0,406,,0,0,3.9408867,0.985221675,1.477832512,93.59605911,0
于郊堂遺稿,1590,1666,1628,문집총간,0,8,3,634,5,4,4,658,1922,0.607902736,0,0.759878419,0.455927052,1.215805471,96.35258359,0.607902736
涬溟齋詩集,1591,1666,1628,문집총간,0,0,2,607,0,0,0,609,1725,0,0,0,0.328407225,0,99.67159278,0
四友堂集,1597,1659,1628,문집총간,25,79,8,91,21,3,10,237,1890,4.219409283,10.54852321,8.860759494,3.375527426,33.33333333,38.39662447,1.265822785
秋潭先生遺集,1599,1657,1628,역대문집DB,0,11,0,34,5,0,1,51,,1.960784314,0,9.803921569,0,21.56862745,66.66666667,0
鶴洲全集,1602,1654,1628,문집총간,29,6,6,417,8,21,12,499,1718,2.404809619,5.811623246,1.603206413,1.20240481,1.20240481,83.56713427,4.208416834
明溪逸稿,1602,1655,1628,역대문집DB,0,1,18,281,10,3,0,313,,0,0,3.194888179,5.750798722,0.319488818,89.77635783,0.958466454
孤山遺稿,1587,1671,1629,문집총간,37,133,4,272,7,20,9,482,1796,1.867219917,7.676348548,1.452282158,0.829875519,27.593361,56.43153527,4.149377593
東巖先生文集,1587,1671,1629,역대문집DB,1,0,14,426,0,5,1,447,,0.223713647,0.223713647,0,3.131991051,0,95.30201342,1.118568233
遯軒集,1588,1671,1629,문집총간,6,2,2,474,1,4,2,491,1890,0.407331976,1.221995927,0.203665988,0.407331976,0.407331976,96.53767821,0.814663951
東州集,1589,1670,1629,문집총간,2,6,55,1702,27,40,81,1913,,4.234187141,0.104547831,1.411395714,2.875065342,0.313643492,88.97020387,2.090956613
翠微大師集,1590,1668,1629,역대문집DB,0,1,2,160,0,0,0,163,,0,0,0,1.226993865,0.613496933,98.1595092,0
謙齋集,1593,1666,1629,문집총간,2,142,17,329,54,128,15,687,1746,2.183406114,0.291120815,7.860262009,2.474526929,20.66957787,47.88937409,18.63173217
溪西逸稿,1595,1664,1629,문집총간,14,14,3,50,5,11,3,100,1863,3,14,5,3,14,50,11
東溪集,1595,1664,1629,역대문집DB,1,7,7,43,0,8,0,66,,0,1.515151515,0,10.60606061,10.60606061,65.15151515,12.12121212
野塘遺稿,1596,1663,1629,문집총간,0,0,0,749,0,0,0,749,,0,0,0,0,0,100,0
知分軒先生文集,1598,1660,1629,역대문집DB,3,6,5,35,12,4,0,65,,0,4.615384615,18.46153846,7.692307692,9.230769231,53.84615385,6.153846154
湖洲集,1599,1660,1629,문집총간,34,0,9,448,16,7,13,527,1677,2.466793169,6.451612903,3.036053131,1.707779886,0,85.00948767,1.328273245
塘村集,1605,1654,1629,문집총간,9,1,13,296,3,11,5,338,1907,1.479289941,2.662721893,0.887573964,3.846153846,0.295857988,87.5739645,3.25443787
三休逸稿,1605,1653,1629,역대문집DB,0,2,1,190,4,2,0,199,,0,0,2.010050251,0.502512563,1.005025126,95.47738693,1.005025126
三棄堂先生文集,1598,1663,1630,역대문집DB,0,0,1,91,1,0,1,94,,1.063829787,0,1.063829787,1.063829787,0,96.80851064,0
漫浪集,1604,1656,1630,문집총간,28,0,17,622,18,13,15,713,1668,2.103786816,3.927068724,2.52454418,2.384291725,0,87.23702665,1.823281907
樂靜集,1606,1655,1630,문집총간,144,0,1,476,0,3,1,625,1670,0.16,23.04,0,0.16,0,76.16,0.48
愚齋文集,1591,1671,1631,역대문집DB,1,2,7,150,12,4,0,176,,0,0.568181818,6.818181818,3.977272727,1.136363636,85.22727273,2.272727273
眠窩集,1592,1671,1631,역대문집DB,16,2,1,223,0,0,2,244,,0.819672131,6.557377049,0,0.409836066,0.819672131,91.39344262,0
石屛集,1594,1669,1631,문집총간,14,1,3,262,4,14,0,298,1913,0,4.697986577,1.342281879,1.006711409,0.33557047,87.91946309,4.697986577
開谷先生遺集,1598,1665,1631,역대문집DB,5,6,5,281,12,5,6,320,,1.875,1.5625,3.75,1.5625,1.875,87.8125,1.5625
南皐文集,1605,1658,1631,역대문집DB,0,4,2,483,5,1,0,495,,0,0,1.01010101,0.404040404,0.808080808,97.57575758,0.202020202
石溪集,1590,1674,1632,문집총간,1,13,6,169,22,13,14,238,,5.882352941,0.420168067,9.243697479,2.521008403,5.462184874,71.00840336,5.462184874
陶窩先生文集,1596,1669,1632,역대문집DB,0,10,0,60,2,1,3,76,,3.947368421,0,2.631578947,0,13.15789474,78.94736842,1.315789474
東土先生文集,1596,1668,1632,역대문집DB,0,0,0,295,0,0,0,295,,0,0,0,0,0,100,0
商谷集,1597,1668,1632,문집총간,11,0,3,230,3,2,1,250,1798,0.4,4.4,1.2,1.2,0,92,0.8
石屛先生文集,1597,1668,1632,역대문집DB,1,9,3,37,2,0,2,54,,3.703703704,1.851851852,3.703703704,5.555555556,16.66666667,68.51851852,0
伊溪集,1598,1667,1632,역대문집DB,3,3,14,194,8,14,9,245,,3.673469388,1.224489796,3.265306122,5.714285714,1.224489796,79.18367347,5.714285714
愚川集,1601,1663,1632,문집총간,1,26,17,392,26,91,12,565,1833,2.123893805,0.17699115,4.601769912,3.008849558,4.601769912,69.38053097,16.10619469
百拙庵集,1602,1662,1632,문집총간,7,25,3,135,11,2,3,186,1789,1.612903226,3.76344086,5.913978495,1.612903226,13.44086022,72.58064516,1.075268817
西歸遺藁,1602,1662,1632,문집총간,1,17,19,262,22,17,10,348,1876,2.873563218,0.287356322,6.32183908,5.459770115,4.885057471,75.28735632,4.885057471
百拙庵先生文集,1602,1662,1632,역대문집DB,0,23,2,197,8,0,0,230,,0,0,3.47826087,0.869565217,10,85.65217391,0
東江遺集,1605,1660,1632,문집총간,23,0,10,351,28,14,8,434,1690,1.843317972,5.299539171,6.451612903,2.304147465,0,80.87557604,3.225806452
松坡遺稿,1611,1654,1632,역대문집DB,0,0,2,48,0,1,2,53,,3.773584906,0,0,3.773584906,0,90.56603774,1.886792453
白軒集,1595,1671,1633,문집총간,232,54,56,1532,83,52,88,2097,1700,4.196471149,11.06342394,3.958035289,2.67048164,2.575107296,73.05674773,2.479732952
騏峯集,1598,1668,1633,문집총간,4,1,2,436,0,5,1,449,1802,0.222717149,0.890868597,0,0.445434298,0.222717149,97.10467706,1.113585746
瓢隱集,1598,1669,1633,문집총간,0,37,2,177,12,1,6,235,1735,2.553191489,0,5.106382979,0.85106383,15.74468085,75.31914894,0.425531915
醉隱逸稿,1603,1664,1633,역대문집DB,0,16,0,52,7,0,0,75,,0,0,9.333333333,0,21.33333333,69.33333333,0
幽軒文集,1604,1663,1633,역대문집DB,0,0,0,148,1,0,1,150,,0.666666667,0,0.666666667,0,0,98.66666667,0
休?遺稿,1607,1659,1633,역대문집DB,0,1,2,399,0,2,0,404,,0,0,0,0.495049505,0.247524752,98.76237624,0.495049505
滄洲遺稿,1610,1656,1633,문집총간,84,1,1,325,25,18,5,459,1708,1.089324619,18.30065359,5.446623094,0.217864924,0.217864924,70.80610022,3.921568627
活齋集,1613,1654,1633,문집총간,2,11,15,92,6,205,5,336,1805,1.488095238,0.595238095,1.785714286,4.464285714,3.273809524,27.38095238,61.01190476
學稼齋文集,1599,1669,1634,역대문집DB,7,1,14,325,23,15,0,385,,0,1.818181818,5.974025974,3.636363636,0.25974026,84.41558442,3.896103896
抱翁集,1600,1668,1634,문집총간,10,34,3,42,22,6,10,127,1914,7.874015748,7.874015748,17.32283465,2.362204724,26.77165354,33.07086614,4.724409449
斗巖文集,1609,1660,1634,역대문집DB,1,7,8,47,1,0,0,64,,0,1.5625,1.5625,12.5,10.9375,73.4375,0
百千堂遺稿,1615,1653,1634,역대문집DB,20,0,1,93,2,0,1,117,,0.854700855,17.09401709,1.709401709,0.854700855,0,79.48717949,0
百源集,1596,1675,1635,문집총간,7,191,5,242,18,3,6,472,1755,1.271186441,1.483050847,3.813559322,1.059322034,40.46610169,51.27118644,0.63559322
東溟集,1597,1673,1635,문집총간,0,0,2,777,0,0,0,779,1674,0,0,0,0.256739409,0,99.74326059,0
漁隱先生文集,1599,1672,1635,역대문집DB,0,30,6,118,6,21,0,181,,0,0,3.314917127,3.314917127,16.57458564,65.19337017,11.60220994
晩悟集,1600,1670,1635,역대문집DB,1,13,4,68,9,0,0,95,,0,1.052631579,9.473684211,4.210526316,13.68421053,71.57894737,0
臺隱先生文集,1604,1666,1635,역대문집DB,0,3,0,88,4,6,1,102,,0.980392157,0,3.921568627,0,2.941176471,86.2745098,5.882352941
晩洲集,1606,1664,1635,문집총간,27,0,2,557,1,17,0,604,1748,0,4.470198675,0.165562914,0.331125828,0,92.21854305,2.814569536
寒泉集,1606,1665,1635,역대문집DB,0,7,6,207,0,4,0,224,,0,0,0,2.678571429,3.125,92.41071429,1.785714286
市南集,1607,1664,1635,문집총간,81,292,13,683,47,63,19,1198,1805,1.585976628,6.761268781,3.923205342,1.085141903,24.37395659,57.01168614,5.258764608
市南先生文集附錄,1607,1664,1635,역대문집DB,84,96,19,721,33,32,16,1001,,1.598401598,8.391608392,3.296703297,1.898101898,9.59040959,72.02797203,3.196803197
滄巖遺稿,1610,1660,1635,역대문집DB,0,4,4,171,2,0,0,181,,0,0,1.104972376,2.209944751,2.209944751,94.47513812,0
魯庵集,1597,1675,1636,문집총간,15,2,8,49,10,2,7,93,1850,7.52688172,16.12903226,10.75268817,8.602150538,2.150537634,52.68817204,2.150537634
拙齋集,1598,1674,1636,문집총간,8,60,18,131,18,48,15,298,1791,5.033557047,2.684563758,6.040268456,6.040268456,20.13422819,43.95973154,16.10738255
孤松集,1600,1673,1636,문집총간,2,0,7,167,9,1,2,188,1739,1.063829787,1.063829787,4.787234043,3.723404255,0,88.82978723,0.531914894
龍西集,1601,1672,1636,문집총간,3,1,3,224,9,6,5,251,1775,1.992031873,1.195219124,3.585657371,1.195219124,0.398406375,89.24302789,2.390438247
潛隱實記,1602,1671,1636,역대문집DB,1,37,15,59,25,3,6,146,,4.109589041,0.684931507,17.12328767,10.2739726,25.34246575,40.4109589,2.054794521
梅軒集,1606,1666,1636,역대문집DB,0,0,15,139,8,0,0,162,,0,0,4.938271605,9.259259259,0,85.80246914,0
?穎西文集,1606,1666,1636,역대문집DB,3,7,11,367,6,9,0,403,,0,0.744416873,1.488833747,2.729528536,1.736972705,91.06699752,2.23325062
學圃集,1607,1665,1636,역대문집DB,16,3,8,144,0,9,0,180,,0,8.888888889,0,4.444444444,1.666666667,80,5
久堂先生集,1607,1666,1636,역대문집DB,80,6,27,1037,33,37,11,1231,,0.893582453,6.498781478,2.68074736,2.193338749,0.487408611,84.24045491,3.005686434
靜虛堂集,1612,1661,1636,문집총간,0,3,18,49,3,15,1,89,1708,1.123595506,0,3.370786517,20.2247191,3.370786517,55.05617978,16.85393258
太古亭文集,1597,1678,1637,역대문집DB,1,30,16,87,2,12,13,161,,8.074534161,0.621118012,1.242236025,9.937888199,18.63354037,54.03726708,7.453416149
聽天堂集,1599,1676,1637,문집총간,33,28,4,135,33,5,9,247,,3.643724696,13.36032389,13.36032389,1.619433198,11.33603239,54.65587045,2.024291498
鷗浦集,1600,1674,1637,문집총간,11,0,1,271,1,13,0,297,1696,0,3.703703704,0.336700337,0.336700337,0,91.24579125,4.377104377
陽坡遺稿,1602,1673,1637,문집총간,275,5,1,472,13,19,2,787,,0.254129606,34.94282084,1.65184244,0.127064803,0.635324015,59.97458704,2.414231258
竹堂集,1610,1665,1637,문집총간,60,0,32,993,17,2,11,1115,1689,0.986547085,5.381165919,1.524663677,2.869955157,0,89.05829596,0.179372197
桂窩集,1616,1659,1637,문집총간,1,0,4,176,3,1,3,188,,1.595744681,0.531914894,1.595744681,2.127659574,0,93.61702128,0.531914894
記言,1595,1682,1638,문집총간,166,197,155,100,69,334,285,1306,1772,21.82235835,12.71056662,5.28330781,11.86830015,15.08422665,7.656967841,25.57427259
拙齋先生文集,1598,1678,1638,역대문집DB,3,55,13,165,17,22,15,290,,5.172413793,1.034482759,5.862068966,4.482758621,18.96551724,56.89655172,7.586206897
明窩遺稿,1598,1678,1638,역대문집DB,0,0,3,56,0,2,0,61,,0,0,0,4.918032787,0,91.80327869,3.278688525
壽軒稿,1599,1678,1638,역대문집DB,0,4,7,199,11,1,0,222,,0,0,4.954954955,3.153153153,1.801801802,89.63963964,0.45045045
艮湖先生集,1603,1673,1638,역대문집DB,5,0,0,66,2,0,2,75,,2.666666667,6.666666667,2.666666667,0,0,88,0
炭翁集,1604,1672,1638,문집총간,26,164,0,214,39,35,15,493,1738,3.042596349,5.273833671,7.910750507,0,33.26572008,43.40770791,7.099391481
雪海遺稿,1604,1672,1638,문집총간,15,0,1,362,3,28,0,409,,0,3.667481663,0.733496333,0.244498778,0,88.50855746,6.84596577
安谷集,1605,1672,1638,역대문집DB,4,0,2,588,0,2,0,596,,0,0.67114094,0,0.33557047,0,98.65771812,0.33557047
雪嶽堂先生逸稿,1608,1668,1638,역대문집DB,1,30,0,22,0,0,0,53,,0,1.886792453,0,0,56.60377358,41.50943396,0
葵窓遺稿,1614,1662,1638,문집총간,8,4,8,927,2,18,4,971,1712,0.411946447,0.823892894,0.205973223,0.823892894,0.411946447,95.46858908,1.853759011
春沼子集,1619,1658,1638,문집총간,5,6,14,174,13,37,13,262,1682,4.961832061,1.908396947,4.961832061,5.34351145,2.290076336,66.41221374,14.1221374
伴鷗堂遺稿,1599,1680,1639,역대문집DB,0,17,1,37,0,0,0,55,,0,0,0,1.818181818,30.90909091,67.27272727,0
石湖遺稿,1606,1672,1639,문집총간,17,293,0,53,61,0,6,430,,1.395348837,3.953488372,14.18604651,0,68.13953488,12.3255814,0
同春堂集,1606,1672,1639,문집총간,252,604,10,75,92,10,53,1096,1687,4.835766423,22.99270073,8.394160584,0.912408759,55.10948905,6.843065693,0.912408759
無何堂遺稿,1606,1672,1639,문집총간,29,2,2,1430,69,0,0,1532,,0,1.892950392,4.503916449,0.130548303,0.130548303,93.34203655,0
石湖先生遺稿,1606,1673,1639,역대문집DB,16,23,0,54,43,0,1,137,,0.729927007,11.67883212,31.38686131,0,16.78832117,39.41605839,0
雲溪先生文集,1607,1671,1639,역대문집DB,7,5,5,136,1,19,2,175,,1.142857143,4,0.571428571,2.857142857,2.857142857,77.71428571,10.85714286
晦谷集,1608,1670,1639,문집총간,36,0,3,470,22,6,3,540,1694,0.555555556,6.666666667,4.074074074,0.555555556,0,87.03703704,1.111111111
續錄 一,1608,1671,1639,역대문집DB,2,3,11,1486,6,24,8,1540,,0.519480519,0.12987013,0.38961039,0.714285714,0.194805195,96.49350649,1.558441558
魯西遺稿,1610,1669,1639,문집총간,45,309,9,350,49,44,21,827,1712,2.53929867,5.441354293,5.92503023,1.088270859,37.36396614,42.3216445,5.320435308
主一窩先生文集,1618,1661,1639,역대문집DB,18,3,1,65,6,6,2,101,,1.98019802,17.82178218,5.940594059,0.99009901,2.97029703,64.35643564,5.940594059
西溪集,1600,1681,1640,역대문집DB,0,17,1,134,28,0,1,181,,0.552486188,0,15.46961326,0.552486188,9.392265193,74.03314917,0
不?堂逸稿,1601,1680,1640,역대문집DB,0,0,1,62,7,0,0,70,,0,0,10,1.428571429,0,88.57142857,0
?軒先生文集,1605,1675,1640,역대문집DB,2,8,1,45,4,0,5,65,,7.692307692,3.076923077,6.153846154,1.538461538,12.30769231,69.23076923,0
松谷集,1609,1671,1640,문집총간,104,0,1,179,57,11,17,369,1705,4.60704607,28.18428184,15.44715447,0.27100271,0,48.50948509,2.98102981
藏六堂遺集,1615,1665,1640,문집총간,14,1,2,155,6,0,1,179,1685,0.558659218,7.82122905,3.351955307,1.117318436,0.558659218,86.59217877,0
淸溪集,1620,1660,1640,문집총간,29,0,2,274,8,6,2,321,1695,0.62305296,9.034267913,2.492211838,0.62305296,0,85.35825545,1.869158879
松溪集,1622,1658,1640,문집총간,17,6,4,338,9,3,1,378,1774,0.264550265,4.497354497,2.380952381,1.058201058,1.587301587,89.41798942,0.793650794
初菴集,1624,1656,1640,문집총간,19,10,10,424,10,18,5,496,,1.008064516,3.830645161,2.016129032,2.016129032,2.016129032,85.48387097,3.629032258
南谷逸稿,1599,1684,1641,역대문집DB,0,0,0,195,0,0,0,195,,0,0,0,0,0,100,0
栢巖先生文集,1603,1680,1641,역대문집DB,1,47,31,19,32,11,27,168,,16.07142857,0.595238095,19.04761905,18.45238095,27.97619048,11.30952381,6.547619048
竹軒先生文集,1604,1678,1641,역대문집DB,5,0,1,44,0,0,0,50,,0,10,0,2,0,88,0
霧隱先生文集,1605,1678,1641,역대문집DB,110,22,1,58,0,3,0,194,,0,56.70103093,0,0.515463918,11.34020619,29.89690722,1.546391753
忍齋集,1610,1672,1641,역대문집DB,1,25,9,39,3,13,0,90,,0,1.111111111,3.333333333,10,27.77777778,43.33333333,14.44444444
碧城錄,1610,1673,1641,역대문집DB,0,0,0,144,0,0,0,144,,0,0,0,0,0,100,0
久堂集,1612,1671,1641,문집총간,102,6,31,1318,45,52,14,1568,1730,0.892857143,6.505102041,2.869897959,1.977040816,0.382653061,84.05612245,3.316326531
月潭先生文集附錄,1612,1671,1641,역대문집DB,0,2,7,46,0,1,0,56,,0,0,0,12.5,3.571428571,82.14285714,1.785714286
漫翁先生遺稿,1613,1669,1641,역대문집DB,0,4,0,131,2,0,4,141,,2.836879433,0,1.418439716,0,2.836879433,92.90780142,0
南坡先生文集,1614,1669,1641,역대문집DB,5,5,1,107,15,3,6,142,,4.225352113,3.521126761,10.56338028,0.704225352,3.521126761,75.35211268,2.112676056
雪峯遺稿,1603,1681,1642,문집총간,70,0,10,1609,24,20,34,1767,,1.924165252,3.961516695,1.358234295,0.565930956,0,91.05829089,1.131861913
遜愚先生文集,1604,1680,1642,역대문집DB,8,18,8,172,7,29,4,246,,1.62601626,3.25203252,2.845528455,3.25203252,7.317073171,69.91869919,11.78861789
華谷遺稿,1606,1679,1642,역대문집DB,7,4,10,466,9,11,9,516,,1.744186047,1.356589147,1.744186047,1.937984496,0.775193798,90.31007752,2.131782946
?菴遺稿,1607,1677,1642,역대문집DB,2,5,4,138,0,0,3,152,,1.973684211,1.315789474,0,2.631578947,3.289473684,90.78947368,0
南谷先生文集,1610,1674,1642,역대문집DB,3,7,1,66,4,5,1,87,,1.149425287,3.448275862,4.597701149,1.149425287,8.045977011,75.86206897,5.747126437
八斯遺稿,1611,1673,1642,문집총간,0,5,6,128,22,2,3,166,1889,1.807228916,0,13.25301205,3.614457831,3.012048193,77.10843373,1.204819277
六谷遺稿,1613,1671,1642,문집총간,84,1,4,125,7,1,7,229,1865,3.056768559,36.68122271,3.056768559,1.746724891,0.436681223,54.58515284,0.436681223
石門集,1618,1666,1642,문집총간,5,8,8,344,8,10,4,387,1874,1.033591731,1.291989664,2.067183463,2.067183463,2.067183463,88.88888889,2.583979328
聾齋集,1602,1685,1643,역대문집DB,0,0,0,130,0,0,0,130,,0,0,0,0,0,100,0
晩洲遺集,1606,1680,1643,문집총간,14,1,27,720,10,22,2,796,1794,0.251256281,1.75879397,1.256281407,3.391959799,0.125628141,90.45226131,2.763819095
不求黨先生文集,1606,1681,1643,역대문집DB,2,0,11,71,24,6,0,114,,0,1.754385965,21.05263158,9.649122807,0,62.28070175,5.263157895
歸溪遺稿,1616,1671,1643,문집총간,42,1,7,63,5,1,10,129,1672,7.751937984,32.55813953,3.875968992,5.426356589,0.775193798,48.8372093,0.775193798
柏谷集,1604,1684,1644,문집총간,28,8,63,1085,15,64,20,1283,1687,1.558846454,2.182385035,1.16913484,4.910366329,0.623538581,84.56742011,4.988308652
晩?堂集,1609,1679,1644,역대문집DB,1,1,4,37,19,2,0,64,,0,1.5625,29.6875,6.25,1.5625,57.8125,3.125
竹軒集,1611,1678,1644,문집총간,5,3,5,86,13,3,6,121,1936,4.958677686,4.132231405,10.74380165,4.132231405,2.479338843,71.07438017,2.479338843
晩學堂先生文集,1622,1666,1644,역대문집DB,2,66,16,109,0,1,7,201,,3.482587065,0.995024876,0,7.960199005,32.8358209,54.22885572,0.497512438
草廬集,1607,1684,1645,문집총간,145,626,8,219,52,44,18,1112,1805,1.618705036,13.03956835,4.676258993,0.71942446,56.29496403,19.6942446,3.956834532
慕庵先生文集,1607,1683,1645,역대문집DB,4,20,1,171,14,3,1,214,,0.46728972,1.869158879,6.542056075,0.46728972,9.345794393,79.90654206,1.401869159
存齋集,1619,1672,1645,문집총간,4,52,8,146,22,6,13,251,1696,5.179282869,1.593625498,8.764940239,3.187250996,20.71713147,58.16733068,2.390438247
南坡集,1605,1687,1646,문집총간,109,44,3,477,6,15,12,666,1782,1.801801802,16.36636637,0.900900901,0.45045045,6.606606607,71.62162162,2.252252252
柳溪集,1630,1662,1646,역대문집DB,2,1,1,156,13,0,0,173,,0,1.156069364,7.514450867,0.578034682,0.578034682,90.1734104,0
南磵集,1613,1681,1647,역대문집DB,0,0,1,216,0,24,4,245,,1.632653061,0,0,0.408163265,0,88.16326531,9.795918367
點?窩先生文集,1616,1678,1647,역대문집DB,0,2,7,76,3,1,5,94,,5.319148936,0,3.191489362,7.446808511,2.127659574,80.85106383,1.063829787
